Year,Player,Age,Pos,All NBA Total Career,PER
2001,Rodney Buford,23,SF,0,11.3
2002,Rodney Buford,24,SG,0,10.1
2004,Rodney Buford,26,SF,0,6.2
2005,Rodney Buford,27,SF,0,9.5
2007,Rodney Carney,22,SF,0,11.4
2008,Rodney Carney,23,SF,0,12.1
2009,Rodney Carney,24,SG,0,12.1
2010,Rodney Carney,25,SG,0,12.7
2011,Rodney Carney,26,SF,0,10.8
2011,Rodney Carney,26,SF,0,10.7
2011,Rodney Carney,26,SF,0,20.4
2015,Rodney Hood,22,SG,0,12.3
2016,Rodney Hood,23,SG,0,14.1
2017,Rodney Hood,24,SG,0,12.4
1990,Rodney McCray,28,SF,0,16.7
1991,Rodney McCray,29,PF,0,14.6
1992,Rodney McCray,30,SF,0,12.6
1993,Rodney McCray,31,SF,0,7.6
2017,Rodney McGruder,25,SG,0,9.1
1992,Rodney Monroe,23,SG,0,8.8
1994,Rodney Rogers,22,SF,0,12.9
1995,Rodney Rogers,23,PF,0,15.2
1996,Rodney Rogers,24,SF,0,13.5
1997,Rodney Rogers,25,SF,0,14.2
1998,Rodney Rogers,26,SF,0,15.8
1999,Rodney Rogers,27,SF,0,14.7
2000,Rodney Rogers,28,PF,0,17.1
2001,Rodney Rogers,29,SF,0,14.6
2002,Rodney Rogers,30,SF,0,17
2002,Rodney Rogers,30,SF,0,17.8
2002,Rodney Rogers,30,SF,0,15.4
2003,Rodney Rogers,31,PF,0,11.7
2004,Rodney Rogers,32,PF,0,14.2
2005,Rodney Rogers,33,SF-PF,0,8.9
2005,Rodney Rogers,33,SF,0,7.1
2005,Rodney Rogers,33,PF,0,12.2
2008,Rodney Stuckey,21,PG,0,13.8
2009,Rodney Stuckey,22,PG,0,14.8
2010,Rodney Stuckey,23,PG,0,15.6
2011,Rodney Stuckey,24,PG,0,18.4
2012,Rodney Stuckey,25,SG,0,17.6
2013,Rodney Stuckey,26,SG,0,13
2014,Rodney Stuckey,27,SG,0,14
2015,Rodney Stuckey,28,PG,0,15.4
2016,Rodney Stuckey,29,PG,0,12.6
2017,Rodney Stuckey,30,PG,0,9.5
2002,Rodney White,21,SF,0,11
2003,Rodney White,22,SG,0,9.8
2004,Rodney White,23,SF,0,16.4
2005,Rodney White,24,SF,0,12.3
2005,Rodney White,24,SF,0,14
2005,Rodney White,24,SF,0,6.2
1998,Rodrick Rhodes,24,SF,0,7.7
1999,Rodrick Rhodes,25,SG-SF,0,0.7
1999,Rodrick Rhodes,25,SF,0,0.4
1999,Rodrick Rhodes,25,SG,0,0.8
2000,Rodrick Rhodes,26,SF,0,-9.2
2010,Rodrigue Beaubois,21,PG,0,18.5
2011,Rodrigue Beaubois,22,PG,0,11.4
2012,Rodrigue Beaubois,23,PG,0,15.3
2013,Rodrigue Beaubois,24,PG,0,10.6
2003,Roger Mason,22,SF,0,7.4
2004,Roger Mason,23,SG,0,7.7
2004,Roger Mason,23,SG,0,-5.5
2004,Roger Mason,23,SG,0,9.7
2007,Roger Mason,26,SG,0,7.2
2008,Roger Mason,27,PG,0,13.8
2009,Roger Mason,28,SG,0,11.9
2010,Roger Mason,29,SG,0,9.7
2011,Roger Mason,30,SG,0,7.1
2012,Roger Mason,31,SG,0,12.1
2013,Roger Mason,32,SG,0,10
2014,Roger Mason,33,SG,0,8.2
2007,Roger Powell,24,SF,0,-8.3
2009,Roko Ukic,24,PG,0,9.8
2010,Roko Ukic,25,PG,0,12.2
1990,Rolando Blackman,30,SG,0,17
1991,Rolando Blackman,31,SG,0,16.6
1992,Rolando Blackman,32,SG,0,15.6
1993,Rolando Blackman,33,SG,0,10.6
1994,Rolando Blackman,34,SG,0,11.3
1990,Ron Anderson,31,SF,0,13.9
1991,Ron Anderson,32,SF,0,15.5
1992,Ron Anderson,33,SF,0,14.1
1993,Ron Anderson,34,SF,0,11.8
1994,Ron Anderson,35,SF,0,9.9
1994,Ron Anderson,35,SF,0,9.5
1994,Ron Anderson,35,SF,0,10.2
2017,Ron Baker,23,SG,0,7.5
1992,Ron Grandison,27,PF,0,14.6
1995,Ron Grandison,30,PF,0,18.3
1996,Ron Grandison,31,PF,0,8.5
1996,Ron Grandison,31,PF,0,6.2
1996,Ron Grandison,31,PF,0,13.2
1996,Ron Grandison,31,PF,0,16.6
1990,Ron Harper,26,SG,0,20.2
1990,Ron Harper,26,SG,0,21.3
1990,Ron Harper,26,SG,0,20
1991,Ron Harper,27,SG,0,14.5
1992,Ron Harper,28,SG,0,15.4
1993,Ron Harper,29,SG,0,16.1
1994,Ron Harper,30,SG,0,15.7
1995,Ron Harper,31,SG,0,12.2
1996,Ron Harper,32,PG,0,14.4
1997,Ron Harper,33,PG,0,13.6
1998,Ron Harper,34,PG,0,14.7
1999,Ron Harper,35,SG,0,14.7
2000,Ron Harper,36,PG,0,12
2001,Ron Harper,37,PG,0,12.5
1998,Ron Mercer,21,SG,0,14.1
1999,Ron Mercer,22,SG,0,13.5
2000,Ron Mercer,23,SG,0,12.7
2000,Ron Mercer,23,SG,0,13.4
2000,Ron Mercer,23,SG,0,11.8
2001,Ron Mercer,24,SG,0,14.8
2002,Ron Mercer,25,SG,0,10.2
2002,Ron Mercer,25,SG,0,10.8
2002,Ron Mercer,25,SG,0,6
2003,Ron Mercer,26,SG,0,9.3
2004,Ron Mercer,27,SG,0,9.3
2005,Ron Mercer,28,SF,0,9.4
2004,Ronald Dupree,23,SF,0,9.7
2005,Ronald Dupree,24,SF,0,11.8
2006,Ronald Dupree,25,SF,0,10.4
2007,Ronald Dupree,26,SF,0,7.4
2008,Ronald Dupree,27,SF,0,15
2008,Ronald Dupree,27,SF,0,0
2008,Ronald Dupree,27,SF,0,17.5
2011,Ronald Dupree,30,SF,0,0.5
2003,Ronald Murray,23,SG,0,6.6
2003,Ronald Murray,23,SG,0,10.7
2003,Ronald Murray,23,SG,0,-2
2004,Ronald Murray,24,PG,0,15.4
2005,Ronald Murray,25,SG,0,9.9
2006,Ronald Murray,26,SG,0,11.5
2006,Ronald Murray,26,SG,0,11.2
2006,Ronald Murray,26,SG,0,11.9
2007,Ronald Murray,27,SG,0,10.8
2008,Ronald Murray,28,PG,0,13.2
2008,Ronald Murray,28,PG,0,13.3
2008,Ronald Murray,28,PG,0,13.1
2009,Ronald Murray,29,SG,0,14.7
2010,Ronald Murray,30,SG,0,11.7
2010,Ronald Murray,30,SG,0,11.4
2010,Ronald Murray,30,SG,0,12.1
2016,Rondae Hollis-Jefferson,21,SF,0,14.2
2017,Rondae Hollis-Jefferson,22,SF,0,13.7
2007,Ronnie Brewer,21,SG,0,15.2
2008,Ronnie Brewer,22,SG,0,18.4
2009,Ronnie Brewer,23,SF,0,16.1
2010,Ronnie Brewer,24,SG,0,12.5
2010,Ronnie Brewer,24,SG,0,12.8
2010,Ronnie Brewer,24,SG,0,5.9
2011,Ronnie Brewer,25,SG,0,13.8
2012,Ronnie Brewer,26,SG,0,12.3
2013,Ronnie Brewer,27,SF,0,10
2013,Ronnie Brewer,27,SF,0,10.2
2013,Ronnie Brewer,27,SF,0,9.1
2014,Ronnie Brewer,28,SF,0,3.4
2014,Ronnie Brewer,28,SF,0,3.5
2014,Ronnie Brewer,28,SF,0,0
2006,Ronnie Price,22,PG,0,10.5
2007,Ronnie Price,23,PG,0,10.5
2008,Ronnie Price,24,PG,0,12.3
2009,Ronnie Price,25,PG,0,8.5
2010,Ronnie Price,26,PG,0,10.3
2011,Ronnie Price,27,SG,0,5.5
2012,Ronnie Price,28,PG,0,8.4
2013,Ronnie Price,29,PG,0,6.8
2014,Ronnie Price,30,SG,0,7.6
2015,Ronnie Price,31,PG,0,10.2
2016,Ronnie Price,32,PG,0,9.6
2017,Ronnie Price,33,PG,0,5.9
2006,Ronny Turiaf,23,C,0,12.2
2007,Ronny Turiaf,24,C,0,15.5
2008,Ronny Turiaf,25,C,0,15
2009,Ronny Turiaf,26,C,0,14.5
2010,Ronny Turiaf,27,C,0,12.6
2011,Ronny Turiaf,28,C,0,13.6
2012,Ronny Turiaf,29,C,0,12.3
2012,Ronny Turiaf,29,C,0,10.8
2012,Ronny Turiaf,29,C,0,12.6
2013,Ronny Turiaf,30,C,0,9.4
2014,Ronny Turiaf,31,C,0,13.9
2015,Ronny Turiaf,32,C,0,4.3
1990,Rony Seikaly,24,C,0,15.9
1991,Rony Seikaly,25,C,0,15.2
1992,Rony Seikaly,26,C,0,16.6
1993,Rony Seikaly,27,C,0,18
1994,Rony Seikaly,28,C,0,17.1
1995,Rony Seikaly,29,C,0,12.7
1996,Rony Seikaly,30,C,0,14.2
1997,Rony Seikaly,31,C,0,18.3
1998,Rony Seikaly,32,C,0,15
1998,Rony Seikaly,32,C,0,15.8
1998,Rony Seikaly,32,C,0,6.8
1999,Rony Seikaly,33,C,0,0.5
1990,Rory Sparrow,31,PG,0,8.8
1991,Rory Sparrow,32,PG,0,12.4
1992,Rory Sparrow,33,PG,0,6.5
1992,Rory Sparrow,33,PG,0,-5.5
1992,Rory Sparrow,33,PG,0,6.9
1999,Roshown McLeod,23,SF,0,11.3
2000,Roshown McLeod,24,SF,0,9.1
2001,Roshown McLeod,25,SF,0,10.5
2001,Roshown McLeod,25,SF,0,10.6
2001,Roshown McLeod,25,SF,0,0.9
2009,Roy Hibbert,22,C,0,16.1
2010,Roy Hibbert,23,C,0,16.2
2011,Roy Hibbert,24,C,0,15.9
2012,Roy Hibbert,25,C,0,19.3
2013,Roy Hibbert,26,C,0,17.3
2014,Roy Hibbert,27,C,0,13.5
2015,Roy Hibbert,28,C,0,15.4
2016,Roy Hibbert,29,C,0,11.2
2017,Roy Hibbert,30,C,0,13.6
2017,Roy Hibbert,30,C,0,13.5
2017,Roy Hibbert,30,C,0,16.3
1990,Roy Hinson,28,PF,0,15.2
1991,Roy Hinson,29,PF,0,11.1
1990,Roy Marble,23,SG,0,5.5
1994,Roy Marble,27,SF,0,-3.5
1997,Roy Rogers,23,PF,0,12.6
1998,Roy Rogers,24,PF,0,5.4
1998,Roy Rogers,24,PF,0,8.2
1998,Roy Rogers,24,PF,0,3.9
2000,Roy Rogers,26,PF,0,11.4
1990,Roy Tarpley,25,PF,0,18
1991,Roy Tarpley,26,C,0,23.6
1995,Roy Tarpley,30,C,0,17.8
2005,Royal Ivey,23,PG,0,8.9
2006,Royal Ivey,24,PG,0,8.4
2007,Royal Ivey,25,PG,0,9.6
2008,Royal Ivey,26,PG,0,8.8
2009,Royal Ivey,27,SG,0,7.6
2010,Royal Ivey,28,SG,0,11
2010,Royal Ivey,28,SG,0,12.6
2010,Royal Ivey,28,SG,0,6.8
2011,Royal Ivey,29,SG,0,8.2
2012,Royal Ivey,30,SG,0,4.7
2013,Royal Ivey,31,SG,0,8.1
2014,Royal Ivey,32,SG,0,-16.5
2014,Royce White,22,PF,0,-8.3
2002,Ruben Boumtje-Boumtje,23,C,0,6.5
2003,Ruben Boumtje-Boumtje,24,C,0,18.4
2004,Ruben Boumtje-Boumtje,25,C,0,3.4
2001,Ruben Garces,27,PF,0,9.7
2001,Ruben Garces,27,PF,0,10.5
2001,Ruben Garces,27,PF,0,5.2
1997,Ruben Nembhard,24,SG-PG,0,13.3
1997,Ruben Nembhard,24,SG,0,13.8
1997,Ruben Nembhard,24,PG,0,10.9
1999,Ruben Patterson,23,SF,0,14.3
2000,Ruben Patterson,24,SF,0,18.8
2001,Ruben Patterson,25,SF,0,19.3
2002,Ruben Patterson,26,SF,0,18.8
2003,Ruben Patterson,27,SF,0,14.5
2004,Ruben Patterson,28,SF,0,14.6
2005,Ruben Patterson,29,SF,0,15.8
2006,Ruben Patterson,30,SF-SG,0,16.4
2006,Ruben Patterson,30,SF,0,17
2006,Ruben Patterson,30,SG,0,15.4
2007,Ruben Patterson,31,SF,0,18.5
2008,Ruben Patterson,32,SF,0,10.9
2001,Ruben Wolkowyski,27,PF,0,6.4
2003,Ruben Wolkowyski,29,PF,0,1.2
2009,Rudy Fernandez,23,SG,0,15.5
2010,Rudy Fernandez,24,SG,0,13.1
2011,Rudy Fernandez,25,SG,0,13.4
2012,Rudy Fernandez,26,SG,0,13.3
2007,Rudy Gay,20,SF,0,12.4
2008,Rudy Gay,21,SF,0,17.4
2009,Rudy Gay,22,SF,0,15.3
2010,Rudy Gay,23,SF,0,16.2
2011,Rudy Gay,24,SF,0,17.8
2012,Rudy Gay,25,SF,0,17.8
2013,Rudy Gay,26,SF,0,15.6
2013,Rudy Gay,26,SF,0,14.1
2013,Rudy Gay,26,SF,0,17.6
2014,Rudy Gay,27,SF,0,18.3
2014,Rudy Gay,27,SF,0,14.7
2014,Rudy Gay,27,SF,0,19.6
2015,Rudy Gay,28,SF,0,19.7
2016,Rudy Gay,29,SF,0,15.5
2017,Rudy Gay,30,SF,0,17.9
2014,Rudy Gobert,21,C,1,12.9
2015,Rudy Gobert,22,C,1,21.6
2016,Rudy Gobert,23,C,1,17.5
2017,Rudy Gobert,24,C,1,23.3
1991,Rumeal Robinson,24,PG,0,11.7
1992,Rumeal Robinson,25,PG,0,14.9
1993,Rumeal Robinson,26,PG,0,13.7
1994,Rumeal Robinson,27,PG,0,6.1
1994,Rumeal Robinson,27,PG,0,7.5
1994,Rumeal Robinson,27,PG,0,1.6
1996,Rumeal Robinson,29,PG,0,11.8
1997,Rumeal Robinson,30,PG,0,10.5
1997,Rumeal Robinson,30,PG,0,7.7
1997,Rumeal Robinson,30,PG,0,9.7
1997,Rumeal Robinson,30,PG,0,11.9
2015,Russ Smith,23,PG,0,5.2
2015,Russ Smith,23,PG,0,-16.6
2015,Russ Smith,23,PG,0,22.7
2016,Russ Smith,24,PG,0,10.5
2009,Russell Westbrook,20,PG,6,15.2
2010,Russell Westbrook,21,PG,6,17.8
2011,Russell Westbrook,22,PG,6,23.6
2012,Russell Westbrook,23,PG,6,22.9
2013,Russell Westbrook,24,PG,6,23.9
2014,Russell Westbrook,25,PG,6,24.7
2015,Russell Westbrook,26,PG,6,29.1
2016,Russell Westbrook,27,PG,6,27.6
2017,Russell Westbrook,28,PG,6,30.6
1998,Rusty LaRue,24,PG,0,7.3
1999,Rusty LaRue,25,PG,0,8.9
2000,Rusty LaRue,26,PG,0,7.4
2002,Rusty LaRue,28,PG,0,10
2004,Rusty LaRue,30,PG,0,3.1
2009,Ryan Anderson,20,PF,0,13.6
2010,Ryan Anderson,21,PF,0,18.1
2011,Ryan Anderson,22,PF,0,19
2012,Ryan Anderson,23,PF,0,21.2
2013,Ryan Anderson,24,PF,0,18.1
2014,Ryan Anderson,25,PF,0,18.8
2015,Ryan Anderson,26,PF,0,15.6
2016,Ryan Anderson,27,PF,0,17.2
2017,Ryan Anderson,28,PF,0,13.5
2000,Ryan Bowen,24,SF,0,11.8
2001,Ryan Bowen,25,SF,0,13.3
2002,Ryan Bowen,26,SF,0,11.4
2003,Ryan Bowen,27,SG,0,12.7
2004,Ryan Bowen,28,PF,0,9.9
2005,Ryan Bowen,29,SF,0,7.7
2006,Ryan Bowen,30,SF,0,4
2008,Ryan Bowen,32,SF,0,9.9
2009,Ryan Bowen,33,SF,0,10.8
2010,Ryan Bowen,34,SF,0,31.3
2006,Ryan Gomes,23,PF,0,14
2007,Ryan Gomes,24,PF,0,13.7
2008,Ryan Gomes,25,PF,0,15.7
2009,Ryan Gomes,26,SF,0,12.5
2010,Ryan Gomes,27,SF,0,12.1
2011,Ryan Gomes,28,SF,0,9
2012,Ryan Gomes,29,SF,0,4.4
2014,Ryan Gomes,31,SF,0,0.2
2007,Ryan Hollins,22,C,0,8.5
2008,Ryan Hollins,23,PF,0,11.4
2009,Ryan Hollins,24,C,0,12.9
2009,Ryan Hollins,24,C,0,15.3
2009,Ryan Hollins,24,C,0,11.3
2010,Ryan Hollins,25,C,0,11
2011,Ryan Hollins,26,C,0,10.7
2012,Ryan Hollins,27,C,0,6.9
2012,Ryan Hollins,27,C,0,7
2012,Ryan Hollins,27,C,0,6.8
2013,Ryan Hollins,28,C,0,11.3
2014,Ryan Hollins,29,PF,0,11.9
2015,Ryan Hollins,30,C,0,13.1
2016,Ryan Hollins,31,C,0,12.3
2016,Ryan Hollins,31,C,0,7.2
2016,Ryan Hollins,31,C,0,12.9
2003,Ryan Humphrey,23,PF,0,4.1
2003,Ryan Humphrey,23,PF,0,2.9
2003,Ryan Humphrey,23,PF,0,7.2
2004,Ryan Humphrey,24,PF,0,-1
2005,Ryan Humphrey,25,SF,0,10.2
2014,Ryan Kelly,22,PF,0,12.6
2015,Ryan Kelly,23,PF,0,8.6
2016,Ryan Kelly,24,PF,0,10.3
2017,Ryan Kelly,25,PF,0,7.8
1995,Ryan Lorthridge,22,SG,0,12.9
2012,Ryan Reid,25,PF,0,17.6
2000,Ryan Robertson,23,SG,0,2.6
1999,Ryan Stack,23,PF,0,9.7
2000,Ryan Stack,24,PF,0,4.6
2016,Salah Mejri,29,C,0,16.8
2017,Salah Mejri,30,C,0,14.8
2006,Salim Stoudamire,23,SG,0,12.5
2007,Salim Stoudamire,24,SG,0,11.4
2008,Salim Stoudamire,25,PG,0,11.1
1990,Sam Bowie,28,C,0,16.2
1991,Sam Bowie,29,C,0,14.1
1992,Sam Bowie,30,C,0,16.4
1993,Sam Bowie,31,C,0,13.2
1994,Sam Bowie,32,C,0,13.6
1995,Sam Bowie,33,C,0,10.4
1994,Sam Cassell,24,PG,1,13.1
1995,Sam Cassell,25,PG,1,15.9
1996,Sam Cassell,26,PG,1,16.8
1997,Sam Cassell,27,PG,1,18.4
1997,Sam Cassell,27,PG,1,18.3
1997,Sam Cassell,27,PG,1,15.8
1997,Sam Cassell,27,PG,1,19.7
1998,Sam Cassell,28,PG,1,21
1999,Sam Cassell,29,PG,1,23.1
1999,Sam Cassell,29,PG,1,23.7
1999,Sam Cassell,29,PG,1,22.5
2000,Sam Cassell,30,PG,1,21.1
2001,Sam Cassell,31,PG,1,20.1
2002,Sam Cassell,32,PG,1,21.3
2003,Sam Cassell,33,PG,1,22.3
2004,Sam Cassell,34,PG,1,22.8
2005,Sam Cassell,35,PG,1,18.6
2006,Sam Cassell,36,PG,1,18.5
2007,Sam Cassell,37,PG,1,17.1
2008,Sam Cassell,38,PG,1,15.4
2008,Sam Cassell,38,PG,1,16.8
2008,Sam Cassell,38,PG,1,11
2016,Sam Dekker,21,SF,0,10.8
2017,Sam Dekker,22,SF,0,13
1999,Sam Jacobson,23,PG,0,20.6
2000,Sam Jacobson,24,PG,0,11.1
2000,Sam Jacobson,24,PG,0,14.1
2000,Sam Jacobson,24,PG,0,11.1
2001,Sam Jacobson,25,PG,0,10.7
1993,Sam Mack,22,SF,0,13.7
1996,Sam Mack,25,SF,0,13.1
1997,Sam Mack,26,SF,0,10.2
1998,Sam Mack,27,SF,0,12.4
1999,Sam Mack,28,SF,0,15.4
1999,Sam Mack,28,SF,0,13.3
1999,Sam Mack,28,SF,0,17.7
2000,Sam Mack,29,SF,0,8
2002,Sam Mack,31,SF,0,3.1
1990,Sam Mitchell,26,PF,0,13.7
1991,Sam Mitchell,27,PF,0,12.3
1992,Sam Mitchell,28,PF,0,12
1993,Sam Mitchell,29,SF,0,11.9
1994,Sam Mitchell,30,PF,0,10.9
1995,Sam Mitchell,31,SF,0,13.4
1996,Sam Mitchell,32,SF,0,13
1997,Sam Mitchell,33,SF,0,11.8
1998,Sam Mitchell,34,SF,0,15.8
1999,Sam Mitchell,35,SF,0,14.1
2000,Sam Mitchell,36,SF,0,12
2001,Sam Mitchell,37,SF,0,8.2
2002,Sam Mitchell,38,SF,0,9.4
1990,Sam Perkins,28,SF,0,17.3
1991,Sam Perkins,29,PF,0,14.8
1992,Sam Perkins,30,PF,0,17.6
1993,Sam Perkins,31,PF,0,16.5
1993,Sam Perkins,31,PF,0,16.2
1993,Sam Perkins,31,PF,0,16.9
1994,Sam Perkins,32,PF,0,14.9
1995,Sam Perkins,33,C,0,16.2
1996,Sam Perkins,34,PF,0,15.4
1997,Sam Perkins,35,C,0,17
1998,Sam Perkins,36,PF,0,13.6
1999,Sam Perkins,37,PF,0,12.1
2000,Sam Perkins,38,PF,0,12.1
2001,Sam Perkins,39,PF,0,11.1
1990,Sam Vincent,26,PG,0,15.4
1991,Sam Vincent,27,PG,0,13.1
1992,Sam Vincent,28,PG,0,14.6
2010,Sam Young,24,SF,0,13
2011,Sam Young,25,SF,0,12.5
2012,Sam Young,26,SF,0,9.7
2012,Sam Young,26,SF,0,10.6
2012,Sam Young,26,SF,0,8.2
2013,Sam Young,27,SG,0,7.5
1997,Samaki Walker,20,PF,0,12.2
1998,Samaki Walker,21,PF,0,14.4
1999,Samaki Walker,22,PF,0,12.6
2000,Samaki Walker,23,PF,0,13.1
2001,Samaki Walker,24,PF,0,12.2
2002,Samaki Walker,25,PF,0,14.5
2003,Samaki Walker,26,C,0,11.6
2004,Samaki Walker,27,PF,0,10.4
2005,Samaki Walker,28,PF,0,3.1
2006,Samaki Walker,29,PF,0,-6.2
2011,Samardo Samuels,22,PF,0,11.7
2012,Samardo Samuels,23,C,0,11.1
2013,Samardo Samuels,24,C,0,6.2
2002,Samuel Dalembert,20,C,0,13.2
2004,Samuel Dalembert,22,C,0,16.1
2005,Samuel Dalembert,23,C,0,14.4
2006,Samuel Dalembert,24,C,0,14.2
2007,Samuel Dalembert,25,C,0,16.1
2008,Samuel Dalembert,26,C,0,15.6
2009,Samuel Dalembert,27,C,0,13.2
2010,Samuel Dalembert,28,C,0,16.8
2011,Samuel Dalembert,29,C,0,14.1
2012,Samuel Dalembert,30,C,0,16.9
2013,Samuel Dalembert,31,C,0,18.6
2014,Samuel Dalembert,32,C,0,16.8
2015,Samuel Dalembert,33,C,0,11.8
2006,Sarunas Jasikevicius,29,PG,0,12.9
2007,Sarunas Jasikevicius,30,SG-PG,0,12.4
2007,Sarunas Jasikevicius,30,SG,0,12.9
2007,Sarunas Jasikevicius,30,PG,0,11.3
1990,Sarunas Marciulionis*,25,SG,0,15.5
1991,Sarunas Marciulionis*,26,SG,0,16.3
1992,Sarunas Marciulionis*,27,SG,0,18.8
1993,Sarunas Marciulionis*,28,SF,0,20.4
1995,Sarunas Marciulionis*,30,SG,0,14.2
1996,Sarunas Marciulionis*,31,SG,0,16.7
1997,Sarunas Marciulionis*,32,SG,0,8.1
1996,Sasha Danilovic,25,SG,0,14.4
1997,Sasha Danilovic,26,SG,0,10.9
1997,Sasha Danilovic,26,SG,0,9.7
1997,Sasha Danilovic,26,SG,0,14.5
2016,Sasha Kaun,30,C,0,12.5
2004,Sasha Pavlovic,20,SF,0,8.7
2005,Sasha Pavlovic,21,SG,0,9
2006,Sasha Pavlovic,22,SG,0,6.9
2007,Sasha Pavlovic,23,SG,0,12.1
2008,Sasha Pavlovic,24,SG,0,7.2
2009,Sasha Pavlovic,25,SF,0,8.6
2010,Sasha Pavlovic,26,SF,0,5.4
2011,Sasha Pavlovic,27,SF-SG,0,6
2011,Sasha Pavlovic,27,SF,0,7.8
2011,Sasha Pavlovic,27,SG,0,2.9
2011,Sasha Pavlovic,27,SG,0,5.1
2012,Sasha Pavlovic,28,SF,0,6.7
2013,Sasha Pavlovic,29,SG,0,6.2
2005,Sasha Vujacic,20,SG,0,8.9
2006,Sasha Vujacic,21,PG,0,8.4
2007,Sasha Vujacic,22,SG,0,11.7
2008,Sasha Vujacic,23,SG,0,15.1
2009,Sasha Vujacic,24,SG,0,12.6
2010,Sasha Vujacic,25,SG,0,11.4
2011,Sasha Vujacic,26,SG,0,12.3
2011,Sasha Vujacic,26,SG,0,3.4
2011,Sasha Vujacic,26,SG,0,12.6
2014,Sasha Vujacic,29,SG,0,1.5
2016,Sasha Vujacic,31,SG,0,11.1
2017,Sasha Vujacic,32,SG,0,8.6
1998,Scot Pollard,22,C,0,13.3
1999,Scot Pollard,23,C,0,18
2000,Scot Pollard,24,C,0,15.8
2001,Scot Pollard,25,C,0,15
2002,Scot Pollard,26,C,0,15
2003,Scot Pollard,27,C,0,14.6
2004,Scot Pollard,28,C,0,8.3
2005,Scot Pollard,29,C,0,11.2
2006,Scot Pollard,30,C,0,12.3
2007,Scot Pollard,31,C,0,8.5
2008,Scot Pollard,32,C,0,8.7
1990,Scott Brooks,24,PG,0,14.2
1991,Scott Brooks,25,PG,0,16.9
1992,Scott Brooks,26,PG,0,16
1993,Scott Brooks,27,PG,0,14.1
1994,Scott Brooks,28,PG,0,12.2
1995,Scott Brooks,29,PG,0,14.9
1995,Scott Brooks,29,PG,0,17.3
1995,Scott Brooks,29,PG,0,14.1
1996,Scott Brooks,30,PG,0,16.6
1997,Scott Brooks,31,PG,0,11
1998,Scott Brooks,32,PG,0,13.9
1994,Scott Burrell,23,SF,0,10.4
1995,Scott Burrell,24,SF,0,15
1996,Scott Burrell,25,SF,0,13
1997,Scott Burrell,26,SF,0,10.3
1997,Scott Burrell,26,SF,0,10.9
1997,Scott Burrell,26,SF,0,9.6
1998,Scott Burrell,27,SF,0,15.7
1999,Scott Burrell,28,SF,0,12.6
2000,Scott Burrell,29,SF,0,14.2
2001,Scott Burrell,30,SF,0,12.8
1990,Scott Haffner,23,PG,0,8.3
1991,Scott Haffner,24,PG,0,9.9
1994,Scott Haskin,23,C,0,11.3
1990,Scott Hastings,29,PF,0,7
1991,Scott Hastings,30,PF,0,15.8
1992,Scott Hastings,31,C,0,7.1
1993,Scott Hastings,32,C,0,8.3
2013,Scott Machado,22,PG,0,6
1990,Scott Meents,26,PF,0,11.9
1991,Scott Meents,27,PF,0,9.4
2000,Scott Padgett,23,PF,0,7.6
2001,Scott Padgett,24,PF,0,17.6
2002,Scott Padgett,25,PF,0,15.4
2003,Scott Padgett,26,PF,0,12.4
2004,Scott Padgett,27,PF,0,15.6
2005,Scott Padgett,28,PF,0,12.3
2006,Scott Padgett,29,PF,0,12.5
2007,Scott Padgett,30,PF,0,4.9
2007,Scott Padgett,30,PF,0,5.6
2007,Scott Padgett,30,PF,0,0.9
1990,Scott Roth,26,SF,0,11.7
1990,Scott Skiles,25,PG,0,13.2
1991,Scott Skiles,26,PG,0,17.8
1992,Scott Skiles,27,PG,0,14.4
1993,Scott Skiles,28,PG,0,15.2
1994,Scott Skiles,29,PG,0,13.1
1995,Scott Skiles,30,PG,0,15.7
1996,Scott Skiles,31,PG,0,9
1991,Scott Williams,22,PF,0,14.7
1992,Scott Williams,23,PF,0,14.6
1993,Scott Williams,24,PF,0,14.6
1994,Scott Williams,25,C,0,15.4
1995,Scott Williams,26,PF,0,12.6
1996,Scott Williams,27,PF,0,10.5
1997,Scott Williams,28,C,0,13.2
1998,Scott Williams,29,C,0,12.1
1999,Scott Williams,30,C,0,7.3
1999,Scott Williams,30,C,0,-1.3
1999,Scott Williams,30,C,0,12.2
2000,Scott Williams,31,C,0,15.6
2001,Scott Williams,32,C,0,14.2
2002,Scott Williams,33,PF,0,10.5
2003,Scott Williams,34,C,0,9.7
2004,Scott Williams,35,C,0,14.4
2004,Scott Williams,35,C,0,19.3
2004,Scott Williams,35,C,0,9.3
2005,Scott Williams,36,C,0,6.8
1990,Scottie Pippen*,24,SF,7,16.3
1991,Scottie Pippen*,25,SF,7,20.6
1992,Scottie Pippen*,26,SF,7,21.5
1993,Scottie Pippen*,27,SF,7,19.2
1994,Scottie Pippen*,28,SF,7,23.2
1995,Scottie Pippen*,29,SF,7,22.6
1996,Scottie Pippen*,30,SF,7,21
1997,Scottie Pippen*,31,SF,7,21.3
1998,Scottie Pippen*,32,SF,7,20.4
1999,Scottie Pippen*,33,SF,7,16.8
2000,Scottie Pippen*,34,SF,7,16.4
2001,Scottie Pippen*,35,SF,7,15.3
2002,Scottie Pippen*,36,SF,7,14.9
2003,Scottie Pippen*,37,SF,7,15.3
2004,Scottie Pippen*,38,SF,7,12.4
2014,Scotty Hopson,24,SG,0,-6.5
